fname,lname,sport,tests,year
Mikaela,Shiffrin,Skiing and Snowboarding,14,2017
Amy,Shilling (Rodriguez),Soccer,2,2017
Avital,Shimko,Skiing and Snowboarding,1,2017
April,Shin,Speedskating,4,2017
Erik,Shoji,Volleyball,1,2017
Kawika,Shoji,Volleyball,1,2017
Sydney,Shopp,Weightlifting,2,2017
Drew,Shore,Ice Hockey,1,2017
Karly,Shorr,Skiing and Snowboarding,2,2017
Casey,Short,Soccer,1,2017
Stephen,Short III,Weightlifting,1,2017
Aliaksei,Shostak,Gymnastics,1,2017
Frederick Owen,Shott,Cycling,1,2017
Brian,Shrader,Track and Field,1,2017
Michael,Shuey,Track and Field,2,2017
Cory,Shuster,Curling,1,2017
John,Shuster,Curling,4,2017
Douglas,Shuttleworth,Weightlifting,1,2017
Gavin,Sibayan,Paralympic Soccer,1,2017
Jennifer,Sichel,Paralympic Rowing,1,2017
James,Sides,Paralympic Snowboard,1,2017
Jaime,Sifers,Ice Hockey,1,2017
Brita,Sigourney,Skiing and Snowboarding,2,2017
Hogan,Sils,Cycling,1,2017
Brenda,Silva,Shooting,1,2017
Marina,Silva Tuono,Bobsled and Skeleton,1,2017
Abbabiya,Simbassa,Track and Field,2,2017
Bryan,Simeone,Weightlifting,2,2017
Kerry,Simmonds,Rowing,1,2017
Cale,Simmons,Track and Field,1,2017
Rebecca,Simmons,Speedskating,1,2017
Solomon,Simmons,Track and Field,1,2017
Cynthia,Simon,Paralympic Judo,1,2017
Damarcus,Simpson,Track and Field,3,2017
Jennifer,Simpson,Track and Field,5,2017
Matthew,Simpson,Paralympic Goalball,1,2017
Jamie,Sinclair,Curling,2,2017
Emily,Sisson,Track and Field,2,2017
Mykayla,Skinner,Gymnastics,1,2017
Nicole,Sladkov,Gymnastics,2,2017
Jim,Slater,Ice Hockey,2,2017
Eric,Sloan,Track and Field,1,2017
Carmen,Small,Cycling,3,2017
Clara,Smiddy,Swimming,1,2017
Addison,Smith,Triathlon,1,2017
Amina,Smith,Track and Field,1,2017
Brittany,Smith,Track and Field,3,2017
Calvin,Smith,Track and Field,1,2017
Clark,Smith,Swimming,5,2017
ConRoy,Smith,Rugby,1,2017
David,Smith,Rowing,1,2017
David,Smith,Volleyball,1,2017
Emerson,Smith,Skiing and Snowboarding,1,2017
Hallie,Smith,Paralympic Rowing,1,2017
Jacob,Smith,Weightlifting,1,2017
Jerome,Smith,Weightlifting,1,2017
Jesse,Smith,Water Polo,1,2017
Joshua,Smith,Paralympic Volleyball,1,2017
Kearci,Smith,Triathlon,1,2017
L.A.,Smith,Judo,1,2017
Leah,Smith,Swimming,7,2017
Leanne,Smith,Skiing and Snowboarding,2,2017
Lesley,Smith,Triathlon,1,2017
Patrick,Smith,Wrestling,2,2017
Ragan,Smith,Gymnastics,3,2017
Regan,Smith,Swimming,2,2017
Robert (Robby),Smith,Wrestling,3,2017
Jessica,Smith Kooreman,Speedskating,7,2017
Michal,Smolen,Canoe and Kayak,1,2017
Olivia,Smoliga,Swimming,5,2017
Tony,Smoragiewicz,Triathlon,3,2017
Kyle,Snyder,Wrestling,5,2017
Suzie,Snyder,Triathlon,2,2017
Kristina,Sobolevskaya,Gymnastics,2,2017
Jack,Sock,Tennis,2,2017
Chelsea,Sodaro,Triathlon,2,2017
Hope,Solo,Soccer,1,2017
Duane,Solomon,Track and Field,1,2017
Nkosi,Solomon,Boxing,2,2017
James,Song,Weightlifting,1,2017
Emily,Sonnett,Soccer,1,2017
Arash,Soofiani,Judo,1,2017
Cristian,Soratos,Track and Field,2,2017
Andrew,Soule,Paralympic Nordic Skiing,3,2017
Erik,Sowinski,Track and Field,1,2017
Nina,Spatola (Roth),Curling,4,2017
Wallace,"Spearmon, Jr.",Track and Field,3,2017
Geordan,Speiller,Wrestling,1,2017
Errol,Spence,Professional Boxing,11,2017
Neely,Spence Gracey,Track and Field,3,2017
Ashley,Spencer,Track and Field,1,2017
Kendall,Spencer,Track and Field,1,2017
Stephanie,Spencer Lemmen,Weightlifting,2,2017
Kanako,Spendlove,Synchronized Swimming,1,2017
Sami,Spenner,Track and Field,1,2017
Jennifer,Spieldenner,Triathlon,3,2017
Taylor,Spivey,Triathlon,2,2017
Brycen,Spratling,Track and Field,1,2017
Robert,Squire,Cycling,2,2017
Savannah,Stacey,Judo,1,2017
Taylar,Stallings,Weightlifting,5,2017
Felicia,Stancil,Cycling,3,2017
John,Stang,Weightlifting,2,2017
James,Stanton,Paralympic Alpine Skiing,2,2017
Jason,Starks,Weightlifting,2,2017
Andrew,Starykowicz,Triathlon,1,2017
Ryan,Stassel,Skiing and Snowboarding,1,2017
Cara,Stawicki (Skola),Rowing,1,2017
Lee,Stecklein,Ice Hockey,1,2017
Samuel,Steele,Swimming,1,2017
John,Stefanowicz,Wrestling,1,2017
Maggie,Steffens,Water Polo,1,2017
Deanna,Stellato,Figure Skating,2,2017
Arden,Stelly,Cycling,1,2017
Madison,Stenbo,Weightlifting,2,2017
Kaela,Stephano,Weightlifting,2,2017
Elizabeth,Stephen,Skiing and Snowboarding,5,2017
Lauren,Stephens,Cycling,9,2017
Laurie,Stephens,Paralympic Alpine Skiing,1,2017
Sloane,Stephens,Tennis,3,2017
Jaide,Stepter,Track and Field,2,2017
Peter,Stetina,Cycling,12,2017
Darian,Stevens,Skiing and Snowboarding,2,2017
Deajah,Stevens,Track and Field,4,2017
Hannah,Stevens,Swimming,5,2017
Jeneva,Stevens,Track and Field,1,2017
Robyn,Stevens,Track and Field,2,2017
Travis,Stevens,Judo,6,2017
Janeah,Stewart,Track and Field,1,2017
Kendyl,Stewart,Swimming,4,2017
Kylie,Stewart,Swimming,1,2017
Logan,Stieber,Wrestling,2,2017
Resi,Stiegler,Skiing and Snowboarding,1,2017
Michael,Stigler,Track and Field,2,2017
Olivia,Stimpel,Weightlifting,2,2017
Parker,Stinson,Track and Field,1,2017
Ryan,Stoa,Ice Hockey,1,2017
Natalie,Stockel,Weightlifting,1,2017
Kelsi,Stockert,Rugby,1,2017
Emily,Stockman,Volleyball,1,2017
Corinne,Stoddard,Speedskating,1,2017
Riley,Stohr,Luge,1,2017
Gabrielle,Stone,Water Polo,1,2017
Hugo,Storer,Paralympic Volleyball,1,2017
Logan,Storie,Modern Pentathlon,2,2017
Jasmin,Stowers,Track and Field,6,2017
Orinthal,Striggles,Track and Field,1,2017
Evan,Strong,Paralympic Snowboard,1,2017
Conner,Stroud,Paralympic Tennis,1,2017
Seth,Stubblefield,Swimming,2,2017
James,Stuck,Paralympic Volleyball,2,2017
Payton,Stumbaugh Chadwick,Track and Field,1,2017
Koral,Sugiyama,Wrestling,1,2017
Christian,Suh,Taekwondo,2,2017
Jennifer,Suhr,Track and Field,6,2017
Erica,Sullivan,Swimming,3,2017
Kevin,Sullivan,Weightlifting,1,2017
Tom,Summa,Weightlifting,1,2017
Danny,Summerhill,Cycling,4,2017
Dominic,Suozzi,Cycling,1,2017
Jaclyn,Surber,Wrestling,1,2017
Nick,Suriano,Wrestling,2,2017
Sara,Sutherland,Track and Field,2,2017
Ellarie,Sutton,Weightlifting,1,2017
Anne,Suzuki,Judo,2,2017
Eric,Swaidner,Cycling,1,2017
AnnMarie,Swanson,Weightlifting,2,2017
Charles,Swanson,Swimming,1,2017
Charles,Swearingen,Paralympic Volleyball,1,2017
Brooke,Sweat,Volleyball,1,2017
Emily,Sweeney,Luge,3,2017
Nicholas,Sweetser,Swimming,3,2017
Keegan,Swenson,Cycling,3,2017
Nancy,Swider-Peltz Jr.,Speedskating,4,2017
Jeffrey,"Swider-Peltz, Jr.",Speedskating,3,2017
Nick,Symmonds,Track and Field,2,2017
Zoe,Ta-Perez,Cycling,1,2017
Michael,Tabasko,Cycling,1,2017
Chloe,Tacata,Weightlifting,2,2017
Ajax,Tadehara,Judo,1,2017
Jeremy,Taiwo,Track and Field,1,2017
Alvin,Tajima,Weightlifting,2,2017
Andrew,Talansky,Cycling,8,2017
Hevereth,Tan,Weightlifting,3,2017
Jerica,Tandiman,Speedskating,4,2017
Kathryn,Tannenbaum,Bobsled and Skeleton,1,2017
Timothy,Tanner,Paralympic Track and Field,1,2017
Naya,Tapper,Rugby,1,2017
Corey Jo,Tashima,Judo,1,2017
Cassandra,Tate,Track and Field,4,2017
Chris,Tatsuno,Paralympic Alpine Skiing,1,2017
James,Tatum,Weightlifting,9,2017
Joseph,Taufetee,Rugby,1,2017
Christian,Taylor,Track and Field,5,2017
David,Taylor,Wrestling,1,2017
Elana,Taylor,Bobsled and Skeleton,10,2017
Julia,Taylor,Team Handball,1,2017
Michael,Taylor,Swimming,2,2017
Nic,Taylor,Bobsled and Skeleton,1,2017
Rachel,Taylor,Weightlifting,1,2017
Sarah,Taylor,Paralympic Judo,1,2017
Kellyn,Taylor (Johnson),Track and Field,1,2017
Erin,Taylor-Talcott,Track and Field,1,2017
Elizabeth,Teague,Track and Field,1,2017
John,Teeters,Track and Field,5,2017
Sophia,Teissler,Judo,1,2017
Bradie,Tennell,Figure Skating,2,2017
Michael,Teo,Rugby,1,2017
Jayson,Terdiman,Luge,2,2017
Hannah,Teter,Skiing and Snowboarding,1,2017
Alison,Tetrick,Cycling,2,2017
Jennifer,Tetrick,Cycling,1,2017
Jesse,Thielke,Wrestling,1,2017
Jacqueline,Thomas,Cycling,1,2017
Lanae-Tava,Thomas,Track and Field,1,2017
Leah,Thomas,Cycling,4,2017
Trinity,Thomas,Gymnastics,2,2017
Ben,Thompson,Paralympic Archery,1,2017
Curtis,Thompson,Track and Field,2,2017
Drake,Thompson,Weightlifting,2,2017
Turquoise,Thompson,Track and Field,1,2017
Evan,Thomson,Cycling,1,2017
Alexandra,Thornton,Weightlifting,1,2017
Lance,Thornton,Paralympic Archery,1,2017
Keith,Thurman,Professional Boxing,10,2017
Laura,Thweatt,Track and Field,2,2017
Frances,Tiafoe,Tennis,2,2017
Broc,Tickle,Motocross,1,2017
Michael,Tinsley,Track and Field,1,2017
Janel,Tisinger,Racquetball,1,2017
Karensa,Tjoa,Synchronized Swimming,1,2017
Anna,Tobias (Tunnicliffe),Sailing,1,2017
Jasmine,Todd,Track and Field,1,2017
Sugar,Todd,Speedskating,5,2017
Trenton,Tollakson,Triathlon,2,2017
Seth,Tom,Weightlifting,2,2017
Elijah,Tomac,Motocross,2,2017
Nathan,Tomasello,Wrestling,1,2017
Stephen,Tomasin,Rugby,1,2017
Ellen,Tomek,Rowing,3,2017
Renee,Tomlin,Triathlon,2,2017
Jessica,Tonn,Track and Field,2,2017
Andrew,Torgashev,Figure Skating,1,2017
Calogero,Torretta,Karate,1,2017
Richard,Torrez Jr.,Boxing,1,2017
Roderick,Townsend,Paralympic Track and Field,2,2017
Jason,Toy,Weightlifting,1,2017
Steven,Toyoji,Paralympic Track and Field,2,2017
Thomas,Trace,Swimming,1,2017
Christie,Tracy,Cycling,1,2017
Stephanie,Trafton,Track and Field,1,2017
Aaron,Tran,Speedskating,4,2017
Austin,Tran,Taekwondo,2,2017
Mervin,Tran,Figure Skating,1,2017
Michael,Trapp,Skiing and Snowboarding,1,2017
Christian,Tregillis,Cycling,1,2017
Kyle,Tress,Bobsled and Skeleton,4,2017
Nikita,Tretyakov,Swimming,1,2017
Alice,Treuth,Swimming,1,2017
Jamiel,Trimble,Track and Field,2,2017
Nicholas,Trojan,Rowing,1,2017
Murphy,Troy,Volleyball,1,2017
Benjamin,True,Track and Field,5,2017
Roxanne,Trunnell,Paralympic Equestrian,1,2017
Summer,Truong,Judo,1,2017
Dale,Tucker,Weightlifting,1,2017
Miranda,Tucker,Swimming,1,2017
Samantha,Tucker,Paralympic Archery,1,2017
Macklin,Tudor,Track and Field,1,2017
Aliphine,Tuliamuk-Bolton,Track and Field,7,2017
Taylor,Turner,Weightlifting,3,2017
Vernon,Turner,Track and Field,1,2017
Ashley,Twichell,Swimming,7,2017
Alex,Twist,Rowing,1,2017
Jonathan,Tybur,Swimming,1,2017
Blessing,Ufodiama,Track and Field,1,2017
Katie,Uhlaender,Bobsled and Skeleton,9,2017
Joseph,Uhle,Track and Field,1,2017
Ajit,Umrani,Badminton,1,2017
Danelle,Umstead,Paralympic Alpine Skiing,1,2017
Robert,Umstead,Paralympic Alpine Skiing,2,2017
Isaac,Updike,Track and Field,1,2017
Zachary,Upp,Paralympic Volleyball,1,2017
Jeffery,Upshaw,Cycling,3,2017
Sandra,Uptagrafft,Shooting,1,2017
Kelsey,Urban,Cycling,1,2017
Teresa,Vaill,Track and Field,1,2017
Jennifer,Valente,Cycling,9,2017
Courtney,Valerious,Weightlifting,1,2017
Maria,Vallone,Team Handball,1,2017
Molly,Van Houweling,Cycling,2,2017
Ashley,Van Ryn,Team Handball,1,2017
Caitlin,Van Sickle,Field Hockey,1,2017
Colin,Van Wicklen,Gymnastics,1,2017
Kongomong (Marc),Vanchiasong,Weightlifting,2,2017
CoCo,Vandeweghe,Tennis,4,2017
Tejay,VanGarderen,Cycling,11,2017
Tim,Vanliew,Track and Field,2,2017
Ryan,Vargas,Judo,1,2017
Jacob,Varner,Wrestling,1,2017
Rachel,Varner-Geary,Track and Field,1,2017
Shelbi,Vaughan,Track and Field,3,2017
Clayton,Vaughn,Track and Field,1,2017
Corey,Vaughn,Water Skiing,1,2017
Sara,Vaughn,Track and Field,2,2017
Laura,Veharanta,Roller Sports,1,2017
Monica,Velasquez-Stiak,Synchronized Swimming,1,2017
Mallory,Velte,Wrestling,1,2017
Nicholas,Vena,Track and Field,2,2017
James,Vennera,Paralympic Archery,1,2017
Kaitlyn,Verfuerth,Paralympic Tennis,1,2017
Christina,Vergara Aleshire,Track and Field,2,2017
Alexey,Vermeulen,Cycling,2,2017
Mary,Verrando-Higgins,Cycling,1,2017
Kate,Vibert,Weightlifting,3,2017
Dillon,Virva,Swimming,1,2017
Jillian,Visscher,Swimming,1,2017
Louis,Vito,Skiing and Snowboarding,2,2017
Carissa,Vittese,Field Hockey,1,2017
Michelle,Vittese,Field Hockey,1,2017
Tim,Vixay,Paralympic Rugby,1,2017
Harry,Vogel,Roller Sports,1,2017
Maggie,Voisin,Skiing and Snowboarding,2,2017
Frank,Volrath,Weightlifting,1,2017
Rodolphe,Von Berg,Triathlon,3,2017
Lindsey,Vonn,Skiing and Snowboarding,11,2017
Erin,Voss,Swimming,1,2017
Andrew,Vrabel,Weightlifting,2,2017
Lindsay,Vrooman,Swimming,2,2017
Luke,Vrouwenvelder,Cycling,3,2017
Tiffany,Vu,Weightlifting,2,2017
Arkady,Vyatchanin,Swimming,1,2017
Ryan,Wachendorfer,Skiing and Snowboarding,3,2017
Rebecca,Wade,Track and Field,2,2017
Ashley,Wagner,Figure Skating,4,2017
Jeremy,Wagner,Paralympic Nordic Skiing,1,2017
Trevor,Wahl,Skiing and Snowboarding,1,2017
Dylan,Walczyk,Skiing and Snowboarding,1,2017
Rebekah,Wales,Track and Field,2,2017
Jonathan,Walka,Weightlifting,1,2017
Esther,Walker,Cycling,1,2017
Jonathan,Walker,Team Handball,1,2017
Monica,Walker,Curling,2,2017
Nia,Walker,Weightlifting,2,2017
Rebecca,Walker,Weightlifting,2,2017
Shaquille,Walker,Track and Field,4,2017
Ty,Walker,Skiing and Snowboarding,2,2017
Tyler,Walker,Paralympic Alpine Skiing,1,2017
Jack,Wallace,Paralympic Sled Hockey,2,2017
Jarryd,Wallace,Paralympic Track and Field,1,2017
Teresa,Wallace,Paralympic Archery,1,2017
Erin,Wallace Andica,Weightlifting,3,2017
Bryant,Wallizer,Shooting,1,2017
Jill,Walsh,Paralympic Cycling,1,2017
Kerri,Walsh,Volleyball,4,2017
Thomas,Walsh,Paralympic Alpine Skiing,2,2017
Sydney,Walter,Track and Field,1,2017
Cody,Walton,Track and Field,1,2017
Ty,Walz,Wrestling,2,2017
Crystal,Wang,Table Tennis,1,2017
Iris,Wang,Badminton,1,2017
Lawrence,Warbasse,Cycling,3,2017
Ja'Mari,Ward,Track and Field,1,2017
Jared,Ward,Track and Field,4,2017
LaDerrick,Ward,Track and Field,1,2017
Galena,Wardle,Skiing and Snowboarding,1,2017
Brittany,Warly,Triathlon,1,2017
Heavin,Warner,Track and Field,1,2017
Lisa,Warren,Weightlifting,2,2017
Steven,Washburn,Track and Field,1,2017
Adarius,Washington,Track and Field,2,2017
Ariana,Washington,Track and Field,2,2017
Jaden,Washington,Weightlifting,1,2017
Marqueze,Washington,Track and Field,1,2017
Taylor,Washington,Track and Field,1,2017
Steele,Wasik,Track and Field,1,2017
Maya,Wasowicz,Karate,1,2017
Danielle,Wassell,Taekwondo,2,2017
Laurel,Wassner,Triathlon,2,2017
Jacob,Waters,Paralympic Cycling,1,2017
Samantha,Watson,Track and Field,1,2017
Amy,Watt,Paralympic Track and Field,2,2017
Ameer,Webb,Track and Field,3,2017
Cooper,Webb,Motocross,1,2017
Kristin,Weber,Cycling,1,2017
Nathan,Weber,Bobsled and Skeleton,1,2017
Lora,Webster,Paralympic Volleyball,2,2017
Alexis,Weeks Jacobus,Track and Field,2,2017
Kate,Wehr,Weightlifting,4,2017
Andrew,Weibrecht,Skiing and Snowboarding,2,2017
Jordan,Weichers,Weightlifting,3,2017
Grace,Weinberg,Luge,1,2017
Evan,Weinstock,Bobsled and Skeleton,1,2017
Amanda,Weir,Swimming,4,2017
Kipling,Weisel,Skiing and Snowboarding,1,2017
Anders,Weiss,Rowing,1,2017
Abbey,Weitzeil,Swimming,4,2017
Noah,Welch,Ice Hockey,1,2017
Quiana,Welch,Weightlifting,7,2017
Todd,Wells,Cycling,1,2017
Seth,Wescott,Skiing and Snowboarding,1,2017
Kendall,Wesenberg,Bobsled and Skeleton,1,2017
Jordan,Wesner,Track and Field,1,2017
Greg,West,Bobsled and Skeleton,2,2017
Jason,West,Triathlon,4,2017
Tucker,West,Luge,4,2017
Lia,Westermann,Cycling,1,2017
Ian,Whatley,Track and Field,1,2017
Andrew,Wheating,Track and Field,2,2017
Joshua,Wheeler,Paralympic Rugby,1,2017
Andrew,White,Weightlifting,1,2017
Ara,White,Taekwondo,2,2017
Emma,White,Cycling,3,2017
Joshua,White,Judo,1,2017
Shaun,White,Skiing and Snowboarding,1,2017
Shawanna,White,Track and Field,1,2017
Ryan,Whiting,Track and Field,6,2017
Reece,Whitley,Swimming,1,2017
Jamie,Whitmore,Paralympic Cycling,3,2017
Mitchell,Whitmore,Speedskating,5,2017
Donnell,Whittenburg,Gymnastics,2,2017
Alesha,Widdall,Field Hockey,1,2017
Justin,Widhalm,Paralympic Cycling,2,2017
Christopher,Wieser,Swimming,3,2017
Amara,Wiggan,Weightlifting,4,2017
Reo,Wilde,Archery,1,2017
Jacqueline,Wiles,Skiing and Snowboarding,2,2017
Tayler,Wiles,Cycling,7,2017
Lucas,Wilhelm,Rowing,1,2017
Jordan,Wilimovsky,Swimming,5,2017
Caine,Wilkes,Weightlifting,6,2017
Kenny,Wilkins,Weightlifting,1,2017
Laura,Wilkinson Hulseman,Diving,1,2017
Eric,Willett,Skiing and Snowboarding,2,2017
Alys,Williams,Water Polo,1,2017
Brad,Williams,Triathlon,2,2017
Brian,Williams,Track and Field,2,2017
Chrishuna,Williams,Track and Field,2,2017
Curvan,Williams,Weightlifting,1,2017
Devon,Williams,Track and Field,2,2017
Harrison,Williams,Track and Field,2,2017
Justin,Williams,Cycling,2,2017
Kendell,Williams,Track and Field,4,2017
Lynn,Williams,Soccer,1,2017
Mackenzie,Williams,Judo,1,2017
McRae,Williams,Skiing and Snowboarding,4,2017
Rachel,Williams,Weightlifting,2,2017
Serena,Williams,Tennis,3,2017
Tyler,Williams,Cycling,3,2017
Venus,Williams,Tennis,3,2017
Elizabeth,Willis,Paralympic Track and Field,1,2017
Alise,Willoughby,Cycling,1,2017
Ajee,Wilson,Track and Field,12,2017
Alexina,Wilson,Track and Field,1,2017
Andrew,Wilson,Swimming,2,2017
Bradley,Wilson,Skiing and Snowboarding,1,2017
Cody,Wilson,Weightlifting,1,2017
Dean,Wilson,Motocross,1,2017
Howard,Wilson,Paralympic Judo,1,2017
Ian,Wilson,Weightlifting,3,2017
Pamela,Wilson,Paralympic Curling,2,2017
Shakima,Wimbley,Track and Field,3,2017
Luke,Winder,Track and Field,2,2017
Ruth,Winder,Cycling,10,2017
Drew,Windle,Track and Field,5,2017
Jordan,Windle,Diving,1,2017
Kara,Winger (Patterson),Track and Field,6,2017
Rudy,Winkler,Track and Field,2,2017
Timothy,Winslow,Triathlon,1,2017
Kathleen,Winters,Weightlifting,2,2017
David,Wise,Skiing and Snowboarding,2,2017
Michael,Wishnia,Paralympic Track and Field,1,2017
Jordan,Wissinger,Weightlifting,3,2017
Kelsey,Withrow,Triathlon,1,2017
Jill,Witmer,Field Hockey,1,2017
Brittany,Witt,Weightlifting,1,2017
Tiffiny,Wohlers,Weightlifting,3,2017
Russell,Wolfe,Paralympic Archery,1,2017
Chase,Wolfle,Track and Field,1,2017
Justine,Wong-Orantes,Volleyball,1,2017
Spencer,Wood,Paralympic Alpine Skiing,1,2017
Benjamin,Woodruff,Track and Field,1,2017
Chloe,Woodruff,Cycling,2,2017
Emma,Workowski,Cycling,1,2017
Kelsi,Worrell,Swimming,7,2017
Dontavius,Wright,Track and Field,1,2017
Yue,Wu,Table Tennis,2,2017
Zachary,Wuebben,Weightlifting,1,2017
Audie,Wyatt,Track and Field,1,2017
Brad,Wyatt,Weightlifting,1,2017
Lewis,Wyatt,Weightlifting,2,2017
Charlene,Yarnall,Cycling,1,2017
Torin,Yater-Wallace,Skiing and Snowboarding,1,2017
Alec,Yoder,Gymnastics,1,2017
Jae Jae,Yoo,Speedskating,3,2017
Izaic,Yorks,Track and Field,6,2017
Alex,Young,Track and Field,2,2017
Deja,Young,Paralympic Track and Field,1,2017
Donald,Young,Tennis,4,2017
Eric,Young,Cycling,3,2017
Isiah,Young,Track and Field,1,2017
Julia,Young,Field Hockey,1,2017
Will,Young,Rowing,1,2017
Anthony,Yurich,Weightlifting,3,2017
Chris,Zablocki,Track and Field,1,2017
Katie,Zaferes (Hursey),Triathlon,1,2017
Mariel,Zagunis,Fencing,2,2017
Chad,Zallow,Track and Field,1,2017
Ryan,Zapolski,Ice Hockey,2,2017
Stephanie,Zavala,Bowling,1,2017
Andrew,Zayac,Field Hockey,2,2017
Laura,Zeng,Gymnastics,2,2017
Mark,Zengerle,Ice Hockey,1,2017
Morgan,Zerkle,Softball,1,2017
Jared,Zezel,Curling,1,2017
Beiwen,Zhang,Badminton,1,2017
Caroline,Zhang,Figure Skating,1,2017
Lily,Zhang,Table Tennis,1,2017
Vincent,Zhou,Figure Skating,2,2017
Jillian,Zieff,Rowing,1,2017
Zachery,Ziemek,Track and Field,3,2017
Hayden,Zillmer,Wrestling,1,2017
Tom,Zirbel,Cycling,3,2017
Kimberly,Zubris,Cycling,1,2017
Mia,Zutter,Paralympic Nordic Skiing,1,2017
Kaitlin,(Antonneau) Keough,Cycling,1,2018
Mason,Abbiate,Paralympic Soccer,1,2018
Mara,Abbott,Cycling,1,2018
Taylor,Abbott,Swimming,1,2018
Abdihakim,Abdirahman,Track and Field,3,2018
Katelyn,Abeln,Shooting,1,2018
Ellie,Abrahamson,Triathlon,1,2018
Andrew,Abruzzo,Swimming,1,2018
Alaine,Abuan,Judo,2,2018
Samantha,Achterberg,Modern Pentathlon,1,2018
Erika,Ackerlund,Triathlon,7,2018
Adrian,Adams,Bobsled and Skeleton,1,2018
Simidele,Adeagbo,Bobsled and Skeleton,1,2018
Jeremy,Adorno,Boxing,1,2018
Abinet,Adraro,Track and Field,1,2018
Nathan,Adrian,Swimming,7,2018
Dariush,Aghai,Rowing,1,2018
Harmik,Aghakhani,Judo,1,2018
David,Agoglia,Judo,2,2018
Morolake,Akinosun,Track and Field,1,2018
Foluke,Akinradewo,Volleyball,1,2018
Leilani,Akiyama,Judo,1,2018
Monica,Aksamit,Fencing,1,2018
Malon,Al-Jiboori,Rugby,1,2018
Nicolas,Albiero,Swimming,1,2018
Jake,Albright,Track and Field,1,2018
Bridgette,Alexander,Swimming,2,2018
Sarah,Alexander,Triathlon,1,2018
Adar,Alguetti,Table Tennis,1,2018
Sharon,Alguetti,Table Tennis,1,2018
Nia,Ali,Track and Field,2,2018
Erica,Allar,Cycling,2,2018
Devon,Allen,Track and Field,6,2018
Kirian,Allen,Weightlifting,1,2018
William,Allen,Volleyball,1,2018
Jazmin,Almlie,Paralympic Shooting,1,2018
Anita,Alvarez,Synchronized Swimming,1,2018
James,Alvord,Cycling,1,2018
Grace,Alwan,Synchronized Swimming,1,2018
Meredith,Alwine,Weightlifting,6,2018
Erin,Amos,Weightlifting,1,2018
Brooke,Andersen,Track and Field,1,2018
Andrew,Anderson,Bowling,1,2018
Brendan,Anderson,Modern Pentathlon,1,2018
Edward,Anderson,Cycling,2,2018
Haley,Anderson,Swimming,3,2018
Jamie,Anderson,Skiing and Snowboarding,1,2018
Jared,Anderson,Boxing,1,2018
Robert,Anderson,Paralympic Judo,1,2018
Sarah,Anderson,Curling,1,2018
Michael,Andrew,Swimming,1,2018
Starr,Andrews,Figure Skating,1,2018
Casey,Andringa,Skiing and Snowboarding,1,2018
Jesse,Andringa,Skiing and Snowboarding,1,2018
Jesse,Anthony,Cycling,1,2018
Victoria,Anthony,Wrestling,1,2018
Matthew,Antoine,Bobsled and Skeleton,2,2018
Zach,Apple,Swimming,1,2018
Isamary,Aquino,Boxing,1,2018
Danielle,Aragon,Track and Field,1,2018
Hannah,Arensman,Cycling,1,2018
Grace,Ariola,Swimming,1,2018
Marissa,Arndt,Paralympic Judo,2,2018
Mike,Arnold,Track and Field,1,2018
Ayrton,Arriero,Boxing,1,2018
Jenny,Arthur,Weightlifting,4,2018
Hannah,Aspden,Paralympic Swimming,1,2018
Austin,Atkins,Weightlifting,1,2018
Joanna,Atkins,Track and Field,1,2018
Esther,Atkins (Erb),Track and Field,1,2018
Colette,Aubin,Weightlifting,1,2018
Omar,Audelo,Cycling,1,2018
Haley,Augello,Wrestling,1,2018
Nate,Augspurger,Rugby,1,2018
Anna,Auld,Swimming,1,2018
Evan,Austin,Paralympic Swimming,2,2018
Jerome,Avery,Paralympic Track and Field,1,2018
Krishnateja,Avvari,Table Tennis,1,2018
Taylor,Babb,Weightlifting,2,2018
Jaylen,Bacon,Track and Field,4,2018
Nik,Baden,Skiing and Snowboarding,1,2018
Donothan,Bailey,Gymnastics,1,2018
Kelani,Bailey,Racquetball,2,2018
Lowell,Bailey,Biathlon,1,2018
Aldrich,Bailey Jr.,Track and Field,1,2018
Courtney,Baker,Paralympic Volleyball,1,2018
Elizabeth,Baker,Paralympic Triathlon,1,2018
Jake,Baker,Weightlifting,4,2018
Jean-Luc,Baker,Figure Skating,1,2018
Kathleen,Baker,Swimming,4,2018
Ronnie,Baker,Track and Field,5,2018
Anel,Balic,Team Handball,1,2018
Daria,Baltovick,Gymnastics,1,2018
Drake,Banks,Boxing,1,2018
Cayla,Barnes,Ice Hockey,1,2018
Darren,Barnes,Weightlifting,4,2018
Mark,Barr,Paralympic Triathlon,1,2018
Danny,Barrett,Rugby,1,2018
Brice,Barrieault,Swimming,1,2018
William,Barta,Cycling,3,2018
Zoe,Bartel,Swimming,2,2018
Nathan,Bartholomay,Figure Skating,1,2018
Tianna,Bartoletta,Track and Field,1,2018
Sam,Bassetti,Cycling,3,2018
Samuel,Bassetti,Cycling,1,2018
Cortney,Batchelor,Weightlifting,3,2018
Emma,Bates,Track and Field,1,2018
Evan,Bates,Figure Skating,1,2018
KeAndre,Bates,Track and Field,1,2018
Haley,Batten,Cycling,1,2018
Chris,Baumann,Rugby,1,2018
Kelsey,Baumberger,Weightlifting,1,2018
Cassidy,Bayer,Swimming,1,2018
